work_id,size_id,sale_price,regular_price
26627,2936,445,635
26629,2024,245,415
26631,2030,275,475
26633,2024,245,415
26637,30,95,95
26639,2024,245,415
198607,36,125,125
26641,2024,245,415
26643,30,95,95
164558,36,125,125
26645,36,125,125
26647,2024,245,415
160763,24,85,85
160412,24,85,85
160783,24,85,85
160420,24,85,85
22483,2020,245,415
22484,2016,215,355
22486,2016,215,355
22487,1620,215,355
22488,2016,215,355
22489,2016,215,355
22490,2416,235,395
22491,2020,245,415
22492,2416,235,395
22493,2416,235,395
22494,1620,215,355
22495,2016,215,355
22496,2016,215,355
22497,2016,215,355
22498,2016,215,355
22507,2016,215,355
22499,2020,235,395
22500,2416,235,395
22501,3216,255,435
22502,2416,235,395
22485,1620,215,355
22503,2416,235,395
22504,2016,215,355
22505,1620,215,355
22506,2016,215,355
22508,1620,215,355
22509,1624,235,395
22510,2416,235,395
22511,2016,215,355
22512,2416,235,395
29094,2024,265,465
29096,2030,295,525
29100,2030,295,525
29102,2436,335,605
29104,2430,305,545
29106,20,75,75
29110,30,95,95
29112,2424,285,505
29114,2436,335,605
29118,1624,255,445
29116,3046,425,785
29120,1620,235,405
29122,30,95,95
29125,2430,305,545
29127,3046,425,785
29129,48,165,165
29131,20,75,75
29133,20,75,75
29137,2436,335,605
29141,2430,305,545
29143,2436,335,605
29145,2430,305,545
29147,2936,395,685
206740,2436,335,605
29149,2936,395,685
29153,2040,315,565
29155,2430,305,545
168801,24,85,85
185736,4824,375,685
168875,2936,355,635
168819,24,85,85
168826,40,145,145
204515,30,95,95
168833,3624,315,555
168840,3624,315,555
168847,36,125,125
168854,24,85,85
204533,3624,315,555
168861,30,95,95
204524,3624,315,555
185729,4630,425,735
168868,30,95,95
22738,2416,255,435
22739,30,95,95
22740,1624,255,435
22741,2416,255,435
22742,30,95,95
22743,30,95,95
22744,2416,255,435
22745,2416,255,435
185053,3624,335,595
22747,20,75,75
22748,30,95,95
22749,24,85,85
22750,30,95,95
22751,1632,275,475
22752,3624,365,595
22753,2416,255,435
22754,1632,275,475
22755,2416,255,435
22756,1620,235,395
22757,30,95,95
22758,3624,365,595
22759,2416,255,435
22760,2416,255,435
22761,30,95,95
22762,1620,235,395
22763,1620,235,395
22764,30,95,95
22765,30,95,95
22766,2416,255,435
22767,2416,255,435
19203,30,95,95
19205,2020,245,415
207913,2016,215,355
19207,2016,215,355
19209,1620,215,355
19213,2016,215,355
19215,3232,355,605
19217,1620,215,355
19219,1620,215,355
19221,2020,245,415
19223,2016,215,355
19225,,355,605
19227,3024,285,495
207893,3030,335,595
19229,1620,215,355
19231,2016,215,355
207900,2016,215,355
19233,2016,215,355
19235,2936,355,635
19237,2016,215,355
19239,2016,215,355
19241,1620,215,355
19243,58,605,1185
19245,3226,305,535
19247,2016,215,355
19249,2020,245,415
19253,2016,215,355
19255,2016,215,355
19251,2016,215,355
19257,2020,245,415
125828,40,145,145
125839,1620,215,365
125850,1620,215,365
126060,1624,235,385
125861,30,95,95
125872,1620,215,365
125883,1620,215,365
125894,1620,215,365
125905,30,95,95
24119,1620,215,365
125916,1620,215,365
125927,1620,215,365
125938,30,95,95
125960,30,95,95
126078,1624,235,385
125949,1620,215,365
125982,1620,215,365
125993,1620,215,365
126004,1620,215,365
126015,1620,215,365
126026,1620,215,365
126037,1620,215,365
24123,2430,285,505
126048,1620,215,365
204167,30,95,95
126069,1624,235,385
188439,5468,805,1495
188444,5468,785,1495
160935,5468,805,1495
160941,4860,635,1195
160947,4860,655,1235
160953,5468,805,1495
188449,5468,805,1495
160959,4860,655,1235
160452,5468,805,1495
160460,4860,655,1235
160468,4860,675,1235
29982,2016,195,315
180005,2416,235,395
179824,1624,235,395
179677,2016,195,315
179815,1624,235,395
179737,2016,195,315
179657,2016,195,315
179667,2016,195,315
179942,2416,235,395
179806,1624,235,395
179797,1624,235,395
179687,2016,195,315
179951,2416,235,395
179747,2016,195,315
179757,2016,195,315
179862,1620,215,355
179960,2416,235,395
180023,2416,235,395
179697,2016,195,315
179707,2016,195,315
179872,1620,215,355
29984,2016,195,315
29986,2016,195,315
179767,2016,195,315
179978,2416,235,395
179882,1620,215,355
179892,1620,215,355
179852,1620,215,355
179902,1620,215,355
179833,1624,235,395
150606,2016,225,355
150530,2430,295,495
150551,2430,295,495
150639,1624,235,395
150562,2430,295,495
150573,2430,295,495
150584,2430,295,495
150617,2016,225,355
150628,2016,225,355
150595,2936,385,635
150648,2436,315,555
153075,2020,245,405
153272,1620,195,315
153084,2020,245,405
153345,1624,215,355
153093,2020,245,405
153102,2020,245,405
153283,1620,195,315
153120,2020,245,405
153228,2016,205,315
153147,2020,245,405
153327,3624,335,515
153305,1620,195,315
153156,2020,245,405
153165,2020,245,405
153261,2016,205,315
153111,2020,245,405
153174,2020,245,405
153183,2020,245,405
153192,2020,245,405
153294,1620,195,315
153363,1624,215,355
153201,2020,245,405
153336,3624,305,515
153354,1624,215,355
153210,2020,245,405
153239,2016,205,315
153138,2020,245,405
153129,2020,245,405
153250,2016,205,315
153219,2020,245,405
160444,4872,885,1455
160428,4872,885,1455
160436,36,125,125
199691,36,125,125
132180,20,75,75
132191,20,75,75
132202,24,85,85
25485,30,95,95
132273,24,85,85
132213,30,95,95
132246,30,95,95
132255,24,85,85
132264,24,85,85
132224,24,85,85
132235,20,75,75
25487,3624,315,565
135619,1620,215,355
135630,1620,215,355
135641,1620,215,355
135652,1620,215,355
135751,2016,235,355
135610,3624,315,565
135663,1620,215,355
135674,1620,215,355
135685,1620,215,355
135696,1620,215,355
135707,1620,215,355
135718,1620,215,355
135729,1620,215,355
135740,1620,215,355
29274,2936,355,635
29276,2936,375,635
29278,1620,215,355
167922,2430,285,495
29280,2936,375,635
29282,1620,215,355
29284,1620,215,355
167931,2436,315,555
24860,2016,215,365
150910,2016,215,365
151019,2416,215,345
150921,2016,215,365
150932,2016,215,365
150943,2016,215,365
151028,1620,215,345
150964,2016,215,365
150975,2016,215,365
150986,2016,215,365
151039,1620,215,345
150997,2016,215,365
151008,2016,215,365
26354,30,95,95
26356,20,75,75
171482,30,95,95
26358,24,85,85
26360,20,75,75
26362,30,95,95
26364,30,95,95
26366,30,95,95
189151,6048,655,1215
189140,6048,655,1215
189162,6048,655,1215
168149,6854,785,1475
168112,6854,785,1475
189171,6048,655,1215
189189,4860,655,1215
189180,6048,655,1215
189198,4630,405,715
186133,3024,285,505
185801,3020,275,475
186142,3024,285,505
186116,4824,375,685
185810,3020,275,475
185819,3020,275,475
207471,30,95,95
26818,3020,275,475
185828,3020,275,475
186169,3024,285,505
185837,3020,275,475
186071,2430,285,495
26822,3624,315,555
207481,30,95,95
185846,3020,275,475
26824,2024,245,415
185855,3020,275,475
185864,3020,275,475
185873,3020,275,475
207489,24,85,85
185882,3020,275,475
26826,3020,275,475
186080,2430,285,495
207540,2430,285,495
207513,3024,285,505
185900,3020,275,475
199126,30,95,95
186089,2430,285,495
185909,3020,275,475
185918,3020,275,475
122390,30,95,95
122236,2936,355,645
122247,1620,215,365
122258,1620,215,365
122280,2632,305,545
122269,40,145,145
122291,36,125,125
122302,2936,355,645
122313,40,145,145
122324,2936,355,645
122335,1620,215,365
122346,1620,215,365
122399,1624,235,395
122357,1620,215,365
122368,30,95,95
122417,4030,415,685
122379,1620,215,365
122408,1624,235,395
20708,20,75,75
20710,20,75,75
20714,1620,215,345
20718,30,95,95
20720,2430,305,485
20722,20,75,75
20726,1624,235,385
20730,1620,215,345
20732,2632,305,525
20738,20,75,75
20742,24,85,85
169011,30,95,95
20744,1620,215,345
20746,1620,215,345
20748,1620,215,345
20750,30,95,95
20758,1620,215,345
20760,1620,215,345
20764,1620,215,345
20768,30,95,95
20770,1620,215,345
20772,1620,215,345
20774,30,95,95
20776,1620,245,345
20778,30,95,95
20782,1620,215,345
199739,1620,215,345
20788,1620,215,345
20790,1620,215,345
20796,1620,215,345
21535,3024,305,485
21539,30,95,95
21537,2016,215,345
21541,2416,235,385
21543,3629,355,625
21545,2016,215,345
21547,2016,215,345
21549,2016,215,345
21551,30,95,95
21553,2016,215,345
21555,3624,315,545
21557,3024,285,485
21559,2416,235,385
21561,3629,375,625
21563,2016,215,345
21567,3624,315,545
21569,3024,285,485
21571,30,95,95
21573,3024,315,485
21575,2016,215,345
21577,2016,215,345
21579,3624,315,545
21581,3624,315,545
21583,30,95,95
21585,2416,235,385
21587,2016,215,345
21589,3024,285,485
21591,2416,235,385
21593,2016,215,345
21595,30,95,95
17658,24,85,85
17660,24,85,85
17662,1620,215,365
17664,24,85,85
17666,4434,425,675
17668,2016,215,365
17670,30,95,95
17672,30,95,95
17674,24,85,85
17676,24,85,85
17678,2016,215,365
17680,24,85,85
17682,24,85,85
17684,24,85,85
17686,30,95,95
17688,1620,215,365
199113,30,95,95
17690,24,85,85
17692,24,85,85
17694,2016,215,365
17696,2416,235,405
17698,24,85,85
17700,1620,215,365
17702,24,85,85
17704,2016,215,365
17706,2016,215,365
17708,2016,215,365
17710,30,95,95
17712,1632,255,445
17714,30,95,95
23259,1620,215,355
180041,1620,215,355
180328,2416,235,395
23261,2016,215,355
23263,2016,215,355
180052,1620,215,355
180151,2016,215,355
180337,2416,235,395
23265,1620,215,355
23267,2016,215,355
180346,2416,235,395
180454,2020,235,395
23269,1624,235,395
23271,2020,245,415
23273,2016,215,355
23275,1620,215,355
23277,2416,235,395
180184,2016,215,355
180355,2416,235,395
180195,2016,215,355
180481,1624,235,395
180206,2016,215,355
180463,2020,235,395
23279,1624,235,395
180074,1620,215,355
180085,1620,215,355
180217,2016,215,355
180063,1620,215,355
180162,2016,215,355
180173,2016,215,355
26984,2436,335,595
26986,36,125,125
26988,3629,425,675
26990,24,85,85
119589,3024,355,535
119578,24,85,85
26992,48,165,165
119600,2436,335,595
121340,1620,195,315
183531,2016,195,315
121362,3226,285,495
183541,2016,195,315
183731,1620,195,315
183551,2016,195,315
183561,2016,195,315
183811,1620,195,315
183939,1624,215,345
183571,2016,195,315
183821,1620,195,315
183831,1620,195,315
121373,,225,375
183741,1620,195,315
121384,3629,335,595
183851,1620,195,315
183581,2016,195,315
183912,2020,245,405
183948,1624,215,345
183921,2020,245,405
183861,1620,195,315
183591,2016,195,315
183601,2016,195,315
183957,1624,215,345
183611,2016,195,315
183621,2016,195,315
183631,2016,195,315
183930,2416,225,355
183641,2016,195,315
183966,1624,215,345
139286,1624,235,405
139231,2016,215,355
139386,2020,245,405
139404,2020,245,405
139253,2016,215,355
139295,2416,235,405
139322,1620,215,365
139333,2632,305,545
139413,2020,245,405
139242,2016,215,355
139422,2020,245,405
139431,2020,245,405
139304,2416,235,405
139344,1620,215,365
139264,2016,215,355
139395,2020,245,405
139220,2016,215,355
139355,1620,215,365
139377,1624,235,405
139366,1620,215,365
139275,2016,215,355
139313,2416,235,405
183307,1624,235,405
183076,1620,215,365
183086,1620,215,365
183315,1624,235,405
30050,1620,215,365
183096,1620,215,365
183339,1624,235,405
183323,1624,235,405
183331,1624,235,405
183347,1624,235,405
30052,2016,215,365
30054,1624,235,405
183106,1620,215,365
183363,1624,235,405
183355,1624,235,405
183371,1624,235,405
183379,1624,235,405
183387,1624,235,405
183116,1620,215,365
183395,1624,235,405
183126,1620,215,365
183156,1620,215,365
183176,1620,215,365
183166,1620,215,365
183136,1620,215,365
183403,1624,235,405
183197,1620,215,365
183411,1624,235,405
183207,1620,215,365
183146,1620,215,365
30210,2416,235,405
30212,2416,235,405
30214,2416,235,405
195388,30,95,95
30216,2016,215,365
30218,2416,235,405
30220,2016,215,365
30222,2016,215,365
30224,2016,215,365
30226,2416,235,405
30228,1624,235,405
30230,36,125,125
30232,2016,215,365
30234,2416,235,405
30236,2016,215,365
30337,48,165,165
30238,2936,355,645
30240,3024,285,505
30242,30,95,95
30244,2016,215,365
30246,2936,355,645
30248,1624,235,405
30252,2016,215,365
30254,24,85,85
30256,2416,235,405
30258,2416,235,405
30260,2416,235,405
30262,2416,235,405
30264,24,85,85
30266,1620,215,365
21335,30,95,95
21341,36,125,125
21343,24,85,85
21345,24,85,85
21347,24,85,85
167325,20,75,75
21349,2936,415,685
21351,2430,305,545
21353,2936,405,685
21355,3030,375,645
167336,20,75,75
21357,30,95,95
21359,36,125,125
21361,2430,305,545
21363,2430,305,545
167305,36,125,125
21365,2936,375,685
167347,2430,305,545
206136,2430,305,545
21369,2430,305,545
21371,2430,305,545
21373,20,75,75
167295,20,75,75
21377,36,125,125
21379,30,95,95
21381,20,75,75
21383,30,95,95
167315,20,75,75
26539,30,95,95
26541,48,165,165
167737,30,95,95
26543,30,95,95
167863,36,125,125
26545,48,165,165
167748,30,95,95
167771,2632,325,575
167762,30,95,95
167780,24,85,85
167789,2936,395,675
167834,30,95,95
167843,30,95,95
167798,24,85,85
167807,2632,325,575
167816,2632,325,575
26547,30,95,95
205384,30,95,95
167852,24,85,85
167872,40,145,145
167825,20,75,75
199763,24,85,85
193498,36,125,125
193512,36,125,125
193530,3024,365,605
193566,30,95,95
193575,30,95,95
199750,3024,365,605
193539,48,165,165
193548,30,95,95
193557,30,95,95
198656,30,95,95
193505,36,125,125
193519,30,95,95
193489,3624,365,665
25778,30,95,95
25780,30,95,95
25782,2936,375,685
25784,30,95,95
25786,3024,305,545
25788,2936,375,685
25790,20,75,75
25794,24,85,85
25796,1620,235,405
25798,2936,375,685
169320,24,85,85
25800,24,85,85
25802,2030,295,525
135213,2016,215,355
135224,2016,215,355
135235,2016,215,355
135246,2016,215,355
30094,2416,235,395
135159,2416,235,395
135257,2016,215,355
135279,2020,245,415
135168,2416,235,395
135288,2020,245,415
135297,2020,245,415
135268,2016,215,355
30096,2416,235,395
135195,1624,235,395
135177,2416,235,395
135306,2020,245,415
135204,1624,235,395
135315,2020,245,415
135186,2416,235,395
7341,24,85,85
7343,24,85,85
7345,24,85,85
7347,24,85,85
7349,30,95,95
206452,2436,315,545
7351,24,85,85
7353,2430,285,485
7355,2430,285,485
7357,2436,315,545
7359,36,125,125
7361,2430,285,485
7363,36,125,125
7365,2430,285,485
7367,2430,285,485
7369,2430,285,485
7371,2430,285,485
7373,2430,285,485
7375,2430,285,485
7377,2430,285,485
7379,2430,285,485
7381,2430,285,485
206465,30,95,95
7383,2430,285,485
7385,2430,285,485
7389,2430,285,485
7391,2430,285,485
7393,2430,285,485
7395,36,125,125
7387,2430,285,485
30114,1620,215,355
30116,1620,215,355
30118,1624,235,395
187320,1624,235,395
187328,1624,235,395
187336,1624,235,395
187344,1624,235,395
187352,1624,235,395
187360,1624,235,395
187377,1620,215,355
187387,2016,215,355
187398,2016,215,355
187408,2016,215,355
187418,2016,215,355
187428,2016,215,355
187438,2016,215,355
187448,2016,215,355
187458,2016,215,355
187468,2016,215,355
187478,2016,215,355
187488,2016,215,355
187498,2016,215,355
187508,2016,215,355
187518,2016,215,355
187528,2016,215,355
187538,2424,245,405
187546,2424,245,405
157570,6854,845,1505
189411,7248,885,1455
189394,7248,885,1455
189401,7248,885,1455
167968,4872,885,1455
189406,7248,885,1455
17774,2430,285,505
170323,30,95,95
17778,30,95,95
17780,3624,315,565
170334,2430,285,505
17782,30,95,95
17784,30,95,95
170388,3624,315,565
17788,30,95,95
170343,2936,355,645
17790,2430,285,505
170266,2436,315,565
17792,2436,315,565
17794,2436,315,565
17796,2436,315,565
170273,2436,315,565
17798,2436,315,565
17772,2436,315,565
170280,2436,315,565
17800,2436,315,565
170288,2436,315,565
170395,2430,285,505
170295,2436,315,565
17804,2436,315,565
17806,2436,315,565
17808,2436,315,565
17810,2436,315,565
170302,2436,315,565
17812,2436,315,565
17816,2436,315,565
24473,2024,265,455
24479,2024,265,455
24481,2024,265,455
24483,30,95,95
24487,30,95,95
24489,24,85,85
24493,30,95,95
24503,30,95,95
24507,2024,265,455
20564,30,95,95
20566,3629,355,625
20568,3024,385,485
20570,2936,355,625
20572,3030,335,585
20574,3216,255,425
20576,30,95,95
20578,2936,355,625
20580,3629,355,625
28419,24,85,85
199149,36,125,125
28421,20,75,75
28423,40,145,145
28425,30,95,95
28427,2024,265,455
28431,2430,305,535
28433,30,95,95
28435,24,85,85
28439,3046,525,775
28441,3046,535,775
28443,3046,425,775
28445,48,165,165
121442,2016,195,315
121543,2416,215,355
121454,,245,385
121466,2016,195,315
207963,2418,225,355
121552,2416,215,355
207954,,225,355
121477,2016,195,315
121561,,275,455
121488,2016,195,315
121499,2016,195,315
121510,3024,265,455
121589,1620,195,315
206268,30,95,95
121521,2016,195,315
121532,2016,195,315
121570,3020,255,435
206281,30,95,95
121579,2416,215,355
170221,3024,285,495
170156,3624,315,555
170241,2430,285,505
170165,3624,315,555
170172,3624,315,555
170179,3624,315,555
170186,3624,315,555
170193,30,95,95
170207,3624,315,555
170214,3624,315,555
170200,30,95,95
170232,3024,285,495
3393,2436,315,545
3395,3030,335,585
3397,3030,335,585
3399,30,95,95
3401,3030,335,585
3403,3024,285,485
3405,3030,335,585
152969,2430,305,485
3407,2436,345,545
3409,3030,335,585
3443,3030,335,585
3445,3030,335,585
3411,3030,335,585
3413,30,95,95
3417,2436,315,545
3419,3030,335,585
3421,3030,335,585
3423,3030,335,585
3425,2436,315,545
3427,3030,335,585
3429,2430,285,485
3431,3030,335,585
209770,2436,315,545
3435,2430,285,485
3433,3030,335,585
3437,3030,335,585
3439,2436,315,545
3441,2448,375,665
3447,1620,215,345
3449,3030,335,585
18042,1624,215,355
18040,1620,195,315
18180,2016,195,315
18044,2016,195,315
18046,1624,215,355
18048,2016,195,315
18050,2416,215,355
18052,2016,195,315
18054,2016,195,315
18056,1620,195,315
18058,2016,195,315
18060,2416,215,355
18062,1624,215,355
18064,2016,195,315
18066,30,95,95
18068,3020,275,435
18070,2016,195,315
18086,1620,195,315
18072,1620,195,315
18074,1624,215,355
18076,2016,195,315
18084,2016,195,315
18088,24,85,85
18090,1620,195,315
18092,2016,195,315
18094,2016,195,315
18096,20,75,75
18098,2416,215,355
18100,24,85,85
18102,24,85,85
23720,3024,285,505
23722,2016,215,365
23724,2016,215,365
171052,3024,285,505
171225,2430,285,505
23728,1620,215,365
23730,1624,235,405
23732,30,95,95
23734,3624,315,565
23736,24,85,85
171061,30,95,95
23738,3226,325,545
23740,24,85,85
23742,2016,215,365
171088,3024,285,505
23744,2016,215,365
171097,3024,285,505
23746,2416,235,405
23748,1620,215,365
23750,30,95,95
23752,30,95,95
171169,3024,285,505
23754,2016,215,365
171151,3024,285,505
23758,2016,215,365
23756,36,125,125
171070,3024,285,505
23760,30,95,95
23764,20,75,75
171216,2430,285,505
184159,2436,335,605
184173,3629,375,685
25995,3624,335,605
25997,3046,425,785
184166,2436,335,605
25999,2436,335,605
26001,3624,335,605
26003,5436,595,1005
26005,2936,375,685
26007,3046,425,785
184152,2436,335,605
26011,3046,425,785
184145,3624,335,605
27583,36,125,125
27585,2430,305,535
27587,2448,395,715
27589,2436,335,595
27591,30,95,95
30322,1620,215,365
207970,1620,215,365
207415,1624,235,395
129575,1624,235,395
170009,1620,215,365
170031,1624,235,395
129564,1620,215,365
170020,1620,215,365
30324,1620,215,365
191070,2416,235,345
191005,1624,235,345
190992,30,95,95
191079,2416,235,345
191115,2416,235,345
191106,2416,235,345
191088,2416,235,345
191133,2416,235,345
191052,1624,235,345
191016,1624,235,345
191142,2416,235,345
191151,2416,235,345
191025,1624,235,345
190981,1620,215,345
191160,2416,235,345
191034,1624,235,345
191097,2416,235,345
191043,1624,235,345
191061,1624,235,345
191124,2416,235,345
26725,30,95,95
26731,2936,355,635
26733,2024,245,415
26735,2024,245,415
26739,2030,275,475
26743,30,95,95
26745,30,95,95
26761,2030,275,475
169210,2430,285,495
169221,2430,285,495
26779,40,185,185
169201,40,145,145
27609,30,95,95
27615,2030,275,485
27617,2030,275,485
27619,24,85,85
27621,2030,275,485
27623,2030,275,485
27627,30,95,95
27629,3046,455,745
169235,3636,455,725
27631,3046,455,745
27635,20,75,75
169244,20,75,75
27641,3636,455,725
135601,1632,255,425
29926,1620,215,355
135440,2016,215,355
29928,2416,235,395
135556,2020,235,395
135460,2016,215,355
135480,2016,215,355
135565,2020,235,395
135540,1624,235,395
29930,2016,215,355
135574,2020,235,395
135500,2016,215,355
135583,2020,235,395
135520,2016,215,355
135592,2020,235,395
135400,1620,215,355
29932,1624,235,395
135420,1620,215,355
21040,24,85,85
21038,40,145,145
21044,30,95,95
21042,30,95,95
21046,3020,295,515
21048,30,95,95
21052,3020,295,515
21054,30,95,95
21056,36,125,125
191242,30,95,95
191171,3624,315,555
191180,30,95,95
191191,36,125,125
191200,3024,285,475
191232,3024,285,475
191257,2424,285,425
191223,36,125,125
23406,2430,305,535
23408,40,145,145
23410,30,95,95
23412,30,95,95
204660,2430,305,535
23414,30,95,95
160795,6040,585,975
167363,3024,285,475
160516,6854,785,1475
7537,36,125,125
7539,1620,215,365
7541,2016,215,365
7543,1624,235,405
7545,3226,315,545
7549,2632,315,545
7547,,575,975
7551,1620,215,365
7553,30,95,95
7555,2632,305,545
7557,1620,215,365
7559,1632,255,445
7561,1620,215,365
7563,2632,315,545
7565,1624,235,405
7567,1620,215,365
7569,1620,215,365
7571,2030,285,485
7573,1620,215,365
7575,1620,215,365
7577,1624,235,405
7579,2424,275,465
205402,30,95,95
7581,1624,245,405
205415,30,95,95
7583,2016,215,365
198625,30,95,95
7585,1620,215,365
7587,1620,215,365
7589,1624,235,405
130153,30,95,95
130164,1620,215,365
24007,1620,215,365
24009,2016,215,365
130219,2016,215,365
130208,2016,215,365
130175,1620,215,365
130230,2016,215,365
130381,1624,235,405
24011,30,95,95
130318,2416,235,405
130241,2016,215,365
24013,2016,215,365
130372,2020,245,405
24015,2016,215,365
130327,2416,235,405
130336,30,95,95
24017,30,95,95
130263,2016,215,365
130274,2016,215,365
24019,2016,215,365
130285,2016,215,365
130363,30,95,95
130296,2016,215,365
24021,2016,215,365
130186,1620,215,365
130345,2416,235,405
130354,36,125,125
24023,2016,215,365
130307,2016,215,365
26075,2016,215,365
26079,3629,455,645
26081,2020,245,425
26083,2016,215,365
171357,2016,215,365
26085,3624,415,565
171431,1620,215,365
26087,2020,245,425
171442,1620,215,365
171452,1620,215,365
26089,2016,215,365
26091,30,95,95
26095,30,95,95
26097,1620,215,365
26099,2016,215,365
204911,30,95,95
171368,2016,215,365
171379,2016,215,365
171472,3020,275,455
171401,2016,215,365
171412,2016,215,365
26101,1620,215,365
26103,1620,215,365
26105,2430,285,505
26107,1620,215,365
26109,1620,215,365
171462,1620,215,365
171423,2020,245,425
26111,2020,245,425
26113,2016,215,365
145904,2016,205,315
146873,1620,195,315
147325,2416,225,355
145915,2016,205,315
145926,2016,205,315
147521,2416,225,355
145937,2016,205,315
207297,30,95,95
147557,2020,245,405
145948,2016,205,315
145959,2016,205,315
146884,1620,195,315
146895,1620,195,315
145970,2016,205,315
145981,2016,205,315
145992,2016,205,315
146003,2016,205,315
147334,2416,225,355
146014,2016,205,315
146906,1620,195,315
146047,2016,205,315
146058,2016,205,315
146928,1620,195,315
146939,1620,195,315
147368,2416,225,355
146917,1620,195,315
146025,2016,205,315
147359,2416,225,355
147566,2020,245,405
146036,2016,205,315
142554,3226,295,495
143765,1620,195,315
143395,2416,225,355
143404,3624,305,515
142565,2016,205,315
143776,1620,195,315
142576,2016,205,315
144490,1624,215,355
142587,2016,205,315
142598,2016,205,315
144499,1624,215,355
142609,3226,295,495
142620,2016,205,315
143413,2416,225,355
143422,3020,265,435
142631,2016,205,315
142642,2016,205,315
142653,2016,205,315
143431,2416,225,355
142664,2016,205,315
143798,1620,195,315
143809,1620,195,315
143829,1620,195,315
143840,1620,195,315
143440,2416,225,355
142675,2016,205,315
143851,1620,195,315
142686,2016,205,315
142697,2016,205,315
144508,1624,215,355
132733,2416,215,355
132832,1620,195,315
132508,30,95,95
132843,1620,195,315
132751,30,95,95
132398,30,95,95
132299,2016,195,315
132876,1620,195,315
132310,2016,195,315
207987,2016,195,315
132854,1620,195,315
132706,1624,215,355
132865,1620,195,315
132742,2416,215,355
132321,30,95,95
132898,1620,195,315
132909,1620,195,315
132365,2016,195,315
132920,1620,195,315
132931,1620,195,315
132376,2016,195,315
132387,2016,195,315
208052,30,95,95
132942,1620,195,315
132409,2016,195,315
132420,2016,195,315
132953,1620,195,315
208020,3024,265,455
132431,2016,195,315
132769,2416,215,355
20582,2430,265,445
20584,24,85,85
20586,1624,215,345
195489,30,95,95
20590,1620,195,305
20592,1624,215,345
195477,30,95,95
20588,1620,195,305
20594,1620,195,305
20596,3024,265,445
20598,2430,265,425
20600,2424,245,405
20602,40,145,145
20604,2430,265,445
20606,2430,265,445
20608,2030,255,425
20610,3024,265,445
195559,30,95,95
195570,30,95,95
20612,2430,265,445
20614,3020,255,425
20616,3024,265,445
20618,3020,255,425
20620,2030,255,425
20622,3024,265,445
20624,3024,265,445
195513,30,95,95
20626,2430,265,445
20628,3024,265,445
20630,3024,265,445
145298,2416,215,355
145307,2416,215,355
144693,2016,195,315
144704,2016,195,315
145316,2416,215,355
144715,2016,195,315
145496,1620,195,315
144726,2016,195,315
145325,2416,215,355
145507,1620,195,315
145334,2416,215,355
144737,2016,195,315
144748,2016,195,315
144759,2016,195,315
145343,2416,215,355
144770,2016,195,315
145518,1620,195,315
144781,2016,195,315
145529,1620,195,315
145352,2416,215,355
145540,1620,195,315
144792,2016,195,315
145361,2416,215,355
144803,2016,195,315
145562,1620,195,315
145551,1620,195,315
144814,2016,195,315
144825,2016,195,315
145370,2416,215,355
145573,1620,195,315
170904,3024,305,495
170778,2632,305,535
170787,2632,305,535
206617,30,95,95
170913,3629,375,635
170922,3024,305,495
170796,2632,305,535
170805,2632,305,535
170709,30,95,95
170958,3226,325,535
170814,2632,305,535
170823,2430,285,495
170931,3226,325,535
170740,30,95,95
170720,30,95,95
170832,2430,285,495
170760,2430,285,495
170769,2430,285,495
170841,2430,285,495
170850,30,95,95
170940,3024,305,495
206605,30,95,95
170967,3624,335,555
170751,48,165,165
170984,30,95,95
170991,30,95,95
170997,30,95,95
171003,30,95,95
170859,30,95,95
170868,2430,285,495
30925,24,85,85
30927,24,85,85
26996,3624,315,565
26998,3624,315,565
27000,3624,315,565
27002,3624,315,565
27004,3624,315,565
27006,3624,315,565
27008,3024,285,505
27010,3624,315,565
27012,3024,285,505
27014,3024,285,505
7633,30,95,95
7635,3024,285,495
7637,3624,315,555
7639,24,85,85
7641,3030,335,595
7643,3624,315,555
7645,3024,285,495
7647,2430,305,495
7649,3624,315,555
7651,3624,315,555
7653,3624,315,555
7655,3624,315,555
7657,3024,285,495
7659,3624,315,555
7661,4824,375,675
7663,3030,335,595
7665,3624,315,555
7667,2430,285,495
7669,24,85,85
7671,2436,315,555
7673,30,95,95
7675,2430,285,495
7677,3624,315,555
7679,3624,315,555
7681,3624,315,555
7683,3024,285,495
7685,24,85,85
7687,24,85,85
7689,3024,285,495
7691,3624,315,555
7693,3624,315,555
7695,3624,315,555
7697,3624,315,555
7701,3624,315,555
7699,3624,315,555
7703,3624,315,555
7705,36,125,125
7707,24,85,85
7709,24,85,85
7711,30,95,95
7713,3624,315,555
7715,3624,315,555
7717,3624,315,555
7719,3024,285,495
7723,3624,315,555
7725,3024,285,495
7727,20,75,75
7729,3624,315,555
7731,24,85,85
184282,2436,315,565
184289,2436,315,565
184211,3624,315,565
184218,3624,315,565
28915,3624,315,565
28917,2436,315,565
28919,3624,315,565
184296,2436,315,565
184352,2936,355,645
184225,3624,315,565
184331,2436,315,565
184303,2436,315,565
184232,3624,315,565
184260,3624,315,565
28921,3624,315,565
184310,2436,315,565
184239,3624,315,565
28923,3624,315,565
184246,3624,315,565
184253,3624,315,565
184317,2436,315,565
28929,3624,315,565
184324,2436,315,565
184363,2936,355,645
184338,2436,315,565
184372,2936,355,645
184267,3624,315,565
