work_id,size_id,sale_price,regular_price
27181,2016,215,355
27183,1620,215,355
27185,2416,235,395
27189,2016,215,355
27191,1620,215,355
27193,1620,215,355
27195,1620,215,355
27113,3046,445,775
27115,2030,295,515
27117,2936,395,675
27119,2424,285,495
27121,2436,335,595
27127,3046,425,775
27129,4824,395,715
27131,2424,285,495
27135,2936,405,675
160348,4860,635,1195
160356,4860,635,1175
160925,4860,635,1125
160364,4860,655,1205
157116,7248,835,1515
160743,4860,635,1175
160372,4860,625,1095
30172,1620,195,315
30174,1620,195,315
30176,1620,195,315
30178,1620,195,315
30180,1620,195,315
30182,1620,195,315
30184,1624,215,355
6018,24,85,85
6020,24,85,85
202259,2430,265,455
6022,1620,195,315
6024,3226,285,495
6026,40,145,145
6028,2020,225,375
6030,2016,195,315
6206,2016,195,315
6032,1620,195,315
6034,30,95,95
6036,2016,195,315
6038,2416,215,355
6040,2416,215,355
6042,24,85,85
6044,3226,285,495
6046,2016,195,315
6050,2016,195,315
6052,36,125,125
6054,2016,195,315
6056,2016,195,315
6058,24,85,85
6200,24,85,85
6198,2416,215,355
6062,24,85,85
6074,2016,195,315
6064,24,85,85
6066,1620,195,315
6068,2632,285,495
6070,2416,215,355
24159,36,125,125
24161,3624,395,665
24163,3624,365,665
24167,2430,335,605
24171,3024,355,605
24177,3024,335,605
24179,2430,335,605
24185,3624,365,665
24187,2430,355,605
24189,3624,405,665
24197,3624,395,665
198595,36,125,125
119315,3624,425,665
24205,3624,365,665
24215,3030,385,705
24223,3024,335,605
24227,3030,385,705
24235,40,145,145
24237,3629,435,745
24241,3624,365,665
24243,3624,425,665
24247,2436,365,665
24251,2436,365,665
24255,3624,395,665
119288,3624,405,665
119190,3624,395,665
119325,30,95,95
119220,48,165,165
119238,36,125,125
24271,3624,395,665
23452,2436,335,595
23454,2436,335,595
23458,2436,335,595
23460,2424,285,495
23462,3629,405,675
23464,30,95,95
23466,2936,395,675
23468,30,95,95
23470,2936,415,675
23474,2430,305,535
23472,30,95,95
23476,40,145,145
23478,2436,365,595
23480,36,125,125
128845,36,505,895
23484,36,125,125
23486,40,145,145
23488,2430,305,535
23490,2430,305,535
23498,40,145,145
23492,3624,355,595
23494,2436,335,595
23500,36,125,125
23863,3629,445,675
23502,3024,345,535
23504,36,125,125
23506,3636,475,755
23508,30,95,95
23510,30,95,95
23512,40,145,145
26227,1620,215,365
199618,24,85,85
26231,2024,245,425
26233,1624,235,405
179241,1624,215,355
179249,1624,215,355
179192,3020,265,435
179199,3020,265,435
179206,3020,265,435
179265,1624,215,355
179213,3020,265,435
179257,1624,215,355
179182,3020,265,435
179220,3020,265,435
179227,3020,265,435
179273,3024,265,455
179234,3020,265,435
23355,3020,275,485
23357,3216,255,445
23359,3216,255,445
23361,2416,235,405
23363,2416,235,405
23365,2416,235,405
23367,1620,215,365
23369,1624,235,405
23371,2416,235,405
23373,1624,235,405
23375,2416,235,405
23379,1624,235,405
23377,2420,245,425
187164,2016,195,305
187175,2016,195,305
30108,2436,315,555
187219,2016,195,305
187230,2016,195,305
187241,2016,195,305
187208,2016,195,305
187197,2016,195,305
187147,2416,215,355
187252,2016,195,305
187263,2016,195,305
30110,2436,315,555
187138,2416,215,355
187186,2016,195,305
30112,2436,315,555
187274,2016,195,305
187285,2016,195,305
187296,2016,195,305
19093,48,165,165
19095,3024,285,495
184185,2430,285,495
184194,2430,285,495
19097,1620,215,355
19099,2016,215,355
19101,1620,215,355
19105,2016,215,355
19103,2416,235,395
19107,2416,235,395
19109,1624,235,395
19111,1620,215,355
19113,2016,215,355
19115,2416,235,395
19117,1624,235,395
19119,2016,215,355
19121,2416,235,395
19123,2416,235,395
19125,24,85,85
19127,2416,235,395
19129,2416,235,395
19131,2016,215,355
19133,1620,215,355
19135,24,85,85
19137,2416,235,395
19139,1624,235,395
19141,2430,285,495
19143,2416,235,395
19145,1620,215,355
19147,2416,235,395
25535,1620,215,365
25533,1624,235,405
25537,1624,235,405
25539,1624,235,405
197889,30,95,95
28479,1624,235,405
28481,1620,215,365
28483,1620,215,365
28485,1620,215,365
28487,2016,215,365
28489,1620,215,365
28491,1632,255,445
28493,1624,235,405
28495,2416,235,405
28497,2016,215,365
28499,1620,215,365
28501,1620,215,365
28503,1624,235,405
197879,30,95,95
28505,2430,285,505
28507,2016,215,365
28509,1620,215,365
28511,2016,215,365
197909,1624,235,405
197917,36,125,125
197928,36,125,125
197899,2430,285,505
23207,3024,285,495
23209,3624,315,555
23211,3624,315,555
23213,3030,335,595
23215,3624,315,555
23217,3030,335,595
23219,3624,315,555
23221,3624,315,555
29068,1620,235,405
29070,2016,235,405
29072,2416,255,445
124186,2016,215,345
124197,2016,215,345
24668,3030,335,605
124338,2416,235,405
124347,30,95,95
124208,2016,215,345
124219,2016,215,345
124230,2016,215,345
124301,1624,235,385
124241,2016,215,345
124310,1624,235,385
124356,2416,235,405
124274,2020,245,405
124252,2016,215,345
124282,2020,245,405
124263,2016,215,345
124327,1620,215,355
124291,2020,245,405
122770,2424,285,495
122726,1620,235,345
122759,1620,235,345
122748,1620,235,345
120703,2430,265,485
120735,2430,265,485
120746,2430,265,485
120757,2430,265,485
120768,2430,265,485
120779,2430,265,485
196198,36,125,125
120790,2430,265,485
120801,2430,265,485
196210,36,125,125
120724,2430,265,485
120812,2430,265,485
120823,2430,265,485
122554,2416,235,405
122563,2416,235,405
122572,2416,235,405
122581,2416,235,405
122673,24,85,85
122590,20,75,75
122599,2416,235,405
122691,1620,215,365
122608,2416,235,405
122617,30,95,95
122635,2416,235,405
122682,3216,235,385
122662,2016,215,365
122644,2416,235,405
122653,2416,235,405
31848,3624,335,605
31850,2430,305,545
31852,3624,335,605
31854,3624,335,605
31856,3624,335,605
31858,3624,335,605
31860,2436,335,605
31864,3624,335,605
31862,3624,335,605
31866,3624,335,605
31868,2436,335,605
31870,3624,335,605
31872,3624,335,605
31874,3624,335,605
31876,3624,335,605
31878,3624,335,605
31880,3624,335,605
31882,3624,335,605
31886,3624,335,605
31884,3024,305,545
31888,3624,335,605
31890,3624,335,605
31892,2430,305,545
31894,3024,305,545
31896,3624,335,605
31898,2436,335,605
31900,3624,335,605
31902,3624,335,605
31904,3624,335,605
31906,3624,335,605
123626,1620,215,355
123615,1620,215,355
123659,1620,215,355
123637,1620,215,355
123670,1620,215,355
123681,1620,215,355
123692,1624,235,395
123648,1620,215,355
191823,6048,655,1215
191745,3624,315,525
191761,2436,315,525
191754,3624,315,525
191775,1620,215,305
191798,4860,655,1215
191807,4860,655,1215
191815,4860,655,1215
191768,2436,315,525
191789,1620,215,305
184392,3024,285,495
184403,3024,285,495
184432,3629,355,635
184414,3024,285,495
184459,3024,285,495
184441,30,95,95
184477,3629,355,635
184423,2420,245,415
184450,3024,285,495
184495,30,95,95
184486,30,95,95
184468,3024,285,495
28183,30,95,95
28185,3624,315,545
28187,30,95,95
28189,1620,215,345
28191,1620,215,345
28193,1624,235,385
28195,1620,215,345
28197,1620,215,345
28199,1620,215,345
28201,2436,315,545
207063,40,145,145
28203,2436,315,545
188128,2936,355,625
28205,2430,285,485
28207,2436,315,545
28209,1620,215,345
28211,1620,215,345
28213,3024,285,485
28215,1620,215,345
28217,2430,285,485
28219,2430,285,485
28221,1620,215,345
28223,1620,215,345
28225,2430,285,485
28227,1620,215,345
28229,30,95,95
28231,2436,315,545
28233,1620,215,345
28235,1620,215,345
28237,1620,215,345
19872,1620,215,355
19874,2416,235,395
19876,2020,245,415
198984,2436,315,555
19878,1620,215,355
19880,2016,215,355
19882,1620,215,355
19884,2016,215,355
19886,1620,215,355
19888,30,95,95
19890,2416,235,395
19892,2016,215,355
19894,2016,215,355
19896,2016,215,355
19898,1620,215,355
19900,2016,215,355
19902,1620,215,355
19904,2016,215,355
19906,2016,215,355
19908,1620,215,355
19910,1620,215,355
19912,2016,215,355
19914,2416,235,395
19916,2020,245,415
19918,2020,245,415
19920,24,85,85
19922,1620,215,355
19924,1620,215,355
19926,2020,245,415
19928,1624,235,395
30046,2416,235,405
30048,1620,215,365
25545,30,95,95
25547,24,85,85
187080,2430,305,535
187069,2936,375,675
25549,2936,375,675
25551,20,75,75
25553,24,85,85
204763,3624,355,565
29344,48,165,165
187893,3629,395,675
187940,3624,365,595
187950,3624,365,595
29346,48,165,165
187964,3624,365,595
187957,3624,365,595
187905,3629,395,675
187971,3624,365,595
187912,3629,395,675
187919,3629,395,675
187926,3629,395,675
187933,3629,395,675
187978,3624,365,595
187985,3624,365,595
187992,3624,365,595
187999,3624,365,595
26926,30,95,95
26928,3629,375,675
26930,3624,335,595
26932,48,165,165
26934,2936,375,675
26940,3024,305,535
26946,3629,375,675
26948,30,95,95
26950,20,75,75
26952,3046,425,775
199629,36,125,125
26960,24,85,85
26962,24,85,85
26964,30,95,95
26974,20,75,75
26976,30,95,95
26978,3629,395,675
26982,3629,375,675
2018,2416,215,345
2020,1624,215,345
2022,3024,265,445
2024,2016,195,305
2026,2016,195,305
208139,3024,265,445
2028,3020,255,425
2030,2016,195,305
2032,30,265,445
2034,2016,195,305
2036,2016,195,305
2040,30,95,95
2042,2016,195,305
2044,3226,285,485
2046,2020,225,365
2050,2424,245,405
2052,3024,265,445
2054,3024,265,445
2056,2430,265,445
2058,1620,195,305
2060,3240,375,655
2062,24,85,85
2064,2937,345,595
2066,2016,195,305
2068,3024,265,445
2070,2016,195,305
2072,1620,195,305
2074,1624,215,345
2076,3629,335,585
2082,2416,215,345
2084,3020,255,425
2086,2416,215,345
2090,2416,215,345
2088,2416,215,345
2080,,315,525
2092,,385,685
2094,2016,195,305
2096,2016,195,305
2098,3024,265,445
208300,3024,265,445
2264,1620,195,305
2100,3224,275,445
2102,1624,215,345
2104,24,85,85
2106,2016,195,305
2108,2016,195,305
2110,3024,265,445
2112,2016,195,305
2114,2016,195,305
2118,24,85,85
2116,24,85,85
2122,2416,215,345
2120,2016,195,305
2124,36,125,125
2126,30,95,95
2196,2016,195,305
2128,30,95,95
2130,2016,195,305
2132,2020,225,365
205446,,305,515
198264,30,95,95
2134,2424,245,405
2136,2016,195,305
2138,30,95,95
2146,,315,535
2148,36,125,125
2150,2416,215,345
2154,24,85,85
2152,24,85,85
2140,2016,195,305
208110,3226,285,485
2156,3216,235,385
2158,2416,215,345
2160,36,125,125
2166,2016,195,305
2164,2016,195,305
2162,2016,195,305
2168,24,85,85
2170,,275,425
2172,2416,215,345
2176,2016,195,305
2174,24,85,85
2178,,365,635
2180,2016,195,305
2182,2016,195,305
2184,24,85,85
2188,37,345,595
2386,,495,855
2396,27,295,425
29270,30,95,95
125516,30,95,95
29272,30,95,95
125480,3020,275,485
125197,3024,285,495
125295,3024,285,495
125208,3024,285,495
125219,3024,285,495
125251,30,95,95
125240,30,95,95
125262,30,95,95
125273,30,95,95
125489,3020,275,485
125498,3624,315,565
125284,3024,285,495
125339,3024,285,495
125350,3024,285,495
125361,30,95,95
125372,3024,285,495
125383,3024,285,495
125507,3020,275,485
125394,3024,285,495
125405,30,95,95
125306,3024,285,495
125317,3024,285,495
125471,2424,265,445
